event_row_id,sample_id,trajectory_id,event_index,band,remaining_K_before,remaining_K_after,exit_distance,transition_k,R_drop,residue_pair_mod32,residue_pair_mod16,position_label,near_behavior,k_move_from_previous,wait_length,waiting_class,trajectory_behavior_class,next_destination,max_avoidance_depth,eventual_capture_bands,final_statuses
15783,Sample_A_baseline,2289,1,64-127,68,63,4,5,5,4->31,4->15,lower_hall,miss,up,1,direct_exit,no_exit_layer_observed,exit_to_32-63,2,4-7:2; 32-63:1; NA:1,eventually_reentered_exit_layer:caught:2; eventually_reentered_exit_layer:avoid_then_caught:1; no_avoidance_observed:1
18939,Sample_A_baseline,4578,2,64-127,68,63,4,5,5,4->31,4->15,lower_hall,miss,up,2,direct_exit,no_exit_layer_observed,exit_to_32-63,2,4-7:2; 32-63:1; NA:1,eventually_reentered_exit_layer:caught:2; eventually_reentered_exit_layer:avoid_then_caught:1; no_avoidance_observed:1
18941,Sample_A_baseline,4579,1,64-127,70,63,6,7,7,6->31,6->15,lower_hall,miss,up,1,direct_exit,no_exit_layer_observed,exit_to_32-63,2,4-7:2; 32-63:2,eventually_reentered_exit_layer:caught:2; eventually_reentered_exit_layer:avoid_then_caught:2
19367,Sample_B_next_range_550,4636,4,32-63,35,31,3,4,4,3->31,3->15,lower_hall,miss,up,4,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 8-15:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
19371,Sample_B_next_range_550,4637,3,32-63,35,31,3,4,4,3->31,3->15,lower_hall,miss,up,3,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 8-15:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
19376,Sample_B_next_range_550,4638,4,32-63,37,31,5,6,6,5->31,5->15,lower_hall,miss,up,4,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 8-15:1; 16-31:1,eventually_reentered_exit_layer:avoid_then_caught:4
19492,Sample_B_next_range_550,4647,4,32-63,36,31,4,5,5,4->31,4->15,lower_hall,miss,up,4,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 8-15:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
19905,Sample_B_next_range_550,4674,4,32-63,35,30,3,5,5,3->30,3->14,lower_hall,miss,up,4,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
19909,Sample_B_next_range_550,4675,3,32-63,35,30,3,5,5,3->30,3->14,lower_hall,miss,up,3,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
20336,Sample_B_next_range_550,4705,4,32-63,35,31,3,4,4,3->31,3->15,lower_hall,miss,up,4,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
20525,Sample_B_next_range_550,4726,4,32-63,36,30,4,6,6,4->30,4->14,lower_hall,miss,up,4,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
20529,Sample_B_next_range_550,4727,3,32-63,36,30,4,6,6,4->30,4->14,lower_hall,miss,up,3,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
20552,Sample_B_next_range_550,4731,4,32-63,35,31,3,4,4,3->31,3->15,lower_hall,miss,up,4,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
21592,Sample_B_next_range_550,4808,3,32-63,35,31,3,4,4,3->31,3->15,lower_hall,miss,up,3,short_wait,no_exit_layer_observed,exit_to_16-31,1,16-31:2; 4-7:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
21597,Sample_B_next_range_550,4810,3,32-63,35,31,3,4,4,3->31,3->15,lower_hall,miss,up,3,short_wait,no_exit_layer_observed,exit_to_16-31,1,16-31:2; 4-7:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
21603,Sample_B_next_range_550,4812,3,32-63,35,31,3,4,4,3->31,3->15,lower_hall,miss,up,3,short_wait,no_exit_layer_observed,exit_to_16-31,1,16-31:2; 4-7:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
21606,Sample_B_next_range_550,4813,2,32-63,35,31,3,4,4,3->31,3->15,lower_hall,miss,up,2,direct_exit,no_exit_layer_observed,exit_to_16-31,1,16-31:2; 4-7:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
21617,Sample_B_next_range_550,4814,10,32-63,36,31,4,5,5,4->31,4->15,lower_hall,miss,up,10,short_wait,no_exit_layer_observed,exit_to_16-31,3,16-31:2; 4-7:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
21627,Sample_B_next_range_550,4815,9,32-63,36,31,4,5,5,4->31,4->15,lower_hall,miss,up,9,short_wait,no_exit_layer_observed,exit_to_16-31,3,16-31:2; 4-7:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
21783,Sample_B_next_range_550,4827,21,32-63,36,31,4,5,5,4->31,4->15,lower_hall,miss,up,17,long_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 8-15:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
22497,Sample_B_next_range_550,4882,9,32-63,35,31,3,4,4,3->31,3->15,lower_hall,miss,up,9,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 8-15:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
22506,Sample_B_next_range_550,4883,8,32-63,35,31,3,4,4,3->31,3->15,lower_hall,miss,up,8,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 8-15:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
22612,Sample_B_next_range_550,4895,9,32-63,36,31,4,5,5,4->31,4->15,lower_hall,miss,up,9,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 8-15:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
24829,Sample_B_next_range_550,5065,7,32-63,35,31,3,4,4,3->31,3->15,lower_hall,miss,up,7,short_wait,no_exit_layer_observed,exit_to_16-31,1,16-31:2; 4-7:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
24845,Sample_B_next_range_550,5070,15,32-63,36,31,4,5,5,4->31,4->15,lower_hall,miss,up,15,long_wait,no_exit_layer_observed,exit_to_16-31,3,16-31:2; 4-7:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
24860,Sample_B_next_range_550,5071,14,32-63,36,31,4,5,5,4->31,4->15,lower_hall,miss,up,14,long_wait,no_exit_layer_observed,exit_to_16-31,3,16-31:2; 4-7:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
25359,Sample_B_next_range_550,5118,26,32-63,35,30,3,5,5,3->30,3->14,lower_hall,miss,up,14,long_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
25374,Sample_B_next_range_550,5119,25,32-63,35,30,3,5,5,3->30,3->14,lower_hall,miss,up,14,long_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
25490,Sample_B_next_range_550,5132,2,32-63,35,31,3,4,4,3->31,3->15,lower_hall,miss,up,2,direct_exit,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
25492,Sample_B_next_range_550,5133,1,32-63,35,31,3,4,4,3->31,3->15,lower_hall,miss,up,1,direct_exit,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
25557,Sample_B_next_range_550,5143,2,32-63,36,31,4,5,5,4->31,4->15,lower_hall,miss,up,2,direct_exit,no_exit_layer_observed,exit_to_16-31,3,16-31:2; 4-7:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
26729,Sample_B_next_range_550,4771,1,64-127,67,62,3,5,5,3->30,3->14,lower_hall,miss,up,1,direct_exit,no_exit_layer_observed,exit_to_32-63,2,4-7:2; 32-63:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
29109,Sample_B_next_range_550,5152,0,64-127,68,63,4,5,5,4->31,4->15,lower_hall,miss,start,0,direct_exit,no_exit_layer_observed,exit_to_32-63,2,4-7:2; 32-63:1; NA:1,eventually_reentered_exit_layer:caught:2; eventually_reentered_exit_layer:avoid_then_caught:1; no_avoidance_observed:1
29208,Sample_B_next_range_550,5162,1,64-127,67,61,3,6,6,3->29,3->13,lower_hall,miss,up,1,direct_exit,no_exit_layer_observed,exit_to_32-63,2,4-7:2; 32-63:1; NA:1,eventually_reentered_exit_layer:caught:2; eventually_reentered_exit_layer:avoid_then_caught:1; no_avoidance_observed:1
29507,Sample_C_higher_range_550,50017,14,32-63,36,31,4,5,5,4->31,4->15,lower_hall,miss,up,14,long_wait,no_exit_layer_observed,exit_to_16-31,1,16-31:3; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
29632,Sample_C_higher_range_550,50023,14,32-63,40,31,8,9,9,8->31,8->15,lower_hall,miss,up,14,long_wait,no_exit_layer_observed,exit_to_16-31,1,16-31:4,eventually_reentered_exit_layer:avoid_then_caught:4
29704,Sample_C_higher_range_550,50027,4,32-63,40,31,8,9,9,8->31,8->15,lower_hall,miss,up,4,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:2,eventually_reentered_exit_layer:avoid_then_caught:4
30091,Sample_C_higher_range_550,50046,16,32-63,36,31,4,5,5,4->31,4->15,lower_hall,miss,up,16,long_wait,no_exit_layer_observed,exit_to_16-31,1,16-31:3; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
30107,Sample_C_higher_range_550,50047,15,32-63,36,31,4,5,5,4->31,4->15,lower_hall,miss,up,15,long_wait,no_exit_layer_observed,exit_to_16-31,1,16-31:3; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
30450,Sample_C_higher_range_550,50065,5,32-63,35,30,3,5,5,3->30,3->14,lower_hall,miss,up,5,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
30457,Sample_C_higher_range_550,50066,6,32-63,35,30,3,5,5,3->30,3->14,lower_hall,miss,up,6,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
30463,Sample_C_higher_range_550,50067,5,32-63,35,30,3,5,5,3->30,3->14,lower_hall,miss,up,5,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
30730,Sample_C_higher_range_550,50087,6,32-63,37,31,5,6,6,5->31,5->15,lower_hall,miss,up,6,short_wait,no_exit_layer_observed,exit_to_16-31,3,16-31:3; 4-7:1,eventually_reentered_exit_layer:avoid_then_caught:4
32284,Sample_C_higher_range_550,50184,6,32-63,35,31,3,4,4,3->31,3->15,lower_hall,miss,up,6,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
32313,Sample_C_higher_range_550,50186,6,32-63,35,31,3,4,4,3->31,3->15,lower_hall,miss,up,6,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
32326,Sample_C_higher_range_550,50188,6,32-63,35,31,3,4,4,3->31,3->15,lower_hall,miss,up,6,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
32332,Sample_C_higher_range_550,50189,5,32-63,35,31,3,4,4,3->31,3->15,lower_hall,miss,up,5,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
32382,Sample_C_higher_range_550,50193,5,32-63,35,31,3,4,4,3->31,3->15,lower_hall,miss,up,5,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
32402,Sample_C_higher_range_550,50198,6,32-63,35,31,3,4,4,3->31,3->15,lower_hall,miss,up,6,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
32408,Sample_C_higher_range_550,50199,5,32-63,35,31,3,4,4,3->31,3->15,lower_hall,miss,up,5,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
32821,Sample_C_higher_range_550,50235,6,32-63,36,31,4,5,5,4->31,4->15,lower_hall,miss,up,6,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 8-15:2,eventually_reentered_exit_layer:avoid_then_caught:3; eventually_reentered_exit_layer:caught:1
32990,Sample_C_higher_range_550,50247,28,32-63,36,31,4,5,5,4->31,4->15,lower_hall,miss,up,14,long_wait,no_exit_layer_observed,exit_to_16-31,1,16-31:3; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
33644,Sample_C_higher_range_550,50287,7,32-63,37,31,5,6,6,5->31,5->15,lower_hall,miss,up,7,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:2,eventually_reentered_exit_layer:avoid_then_caught:4
34783,Sample_C_higher_range_550,50367,7,32-63,36,31,4,5,5,4->31,4->15,lower_hall,miss,up,7,short_wait,no_exit_layer_observed,exit_to_16-31,1,16-31:3; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
35048,Sample_C_higher_range_550,50392,7,32-63,35,29,3,6,6,3->29,3->13,lower_hall,miss,up,7,short_wait,no_exit_layer_observed,exit_to_16-31,1,16-31:2; 4-7:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
35063,Sample_C_higher_range_550,50394,7,32-63,35,29,3,6,6,3->29,3->13,lower_hall,miss,up,7,short_wait,no_exit_layer_observed,exit_to_16-31,1,16-31:2; 4-7:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
35081,Sample_C_higher_range_550,50396,7,32-63,35,29,3,6,6,3->29,3->13,lower_hall,miss,up,7,short_wait,no_exit_layer_observed,exit_to_16-31,1,16-31:2; 4-7:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
35088,Sample_C_higher_range_550,50397,6,32-63,35,29,3,6,6,3->29,3->13,lower_hall,miss,up,6,short_wait,no_exit_layer_observed,exit_to_16-31,1,16-31:2; 4-7:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
35117,Sample_C_higher_range_550,50400,5,32-63,36,30,4,6,6,4->30,4->14,lower_hall,miss,up,5,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
35228,Sample_C_higher_range_550,50408,5,32-63,36,30,4,6,6,4->30,4->14,lower_hall,miss,up,5,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
35241,Sample_C_higher_range_550,50410,5,32-63,36,30,4,6,6,4->30,4->14,lower_hall,miss,up,5,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
35307,Sample_C_higher_range_550,50416,5,32-63,36,30,4,6,6,4->30,4->14,lower_hall,miss,up,5,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
35312,Sample_C_higher_range_550,50417,4,32-63,36,30,4,6,6,4->30,4->14,lower_hall,miss,up,4,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
35335,Sample_C_higher_range_550,50420,5,32-63,36,30,4,6,6,4->30,4->14,lower_hall,miss,up,5,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
35340,Sample_C_higher_range_550,50421,4,32-63,36,30,4,6,6,4->30,4->14,lower_hall,miss,up,4,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
35836,Sample_C_higher_range_550,50466,6,32-63,35,31,3,4,4,3->31,3->15,lower_hall,miss,up,6,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
35842,Sample_C_higher_range_550,50467,5,32-63,35,31,3,4,4,3->31,3->15,lower_hall,miss,up,5,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
35849,Sample_C_higher_range_550,50468,6,32-63,35,31,3,4,4,3->31,3->15,lower_hall,miss,up,6,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
35855,Sample_C_higher_range_550,50469,5,32-63,35,31,3,4,4,3->31,3->15,lower_hall,miss,up,5,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
35862,Sample_C_higher_range_550,50470,6,32-63,35,31,3,4,4,3->31,3->15,lower_hall,miss,up,6,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
35945,Sample_C_higher_range_550,50475,5,32-63,37,31,5,6,6,5->31,5->15,lower_hall,miss,up,5,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:2,eventually_reentered_exit_layer:avoid_then_caught:4
36525,Sample_C_higher_range_550,50518,6,32-63,36,29,4,7,7,4->29,4->13,lower_hall,miss,up,6,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
36531,Sample_C_higher_range_550,50519,5,32-63,36,29,4,7,7,4->29,4->13,lower_hall,miss,up,5,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
37311,Sample_C_higher_range_550,50031,6,64-127,67,63,3,4,4,3->31,3->15,lower_hall,miss,up,6,short_wait,no_exit_layer_observed,exit_to_32-63,2,4-7:2; 32-63:1; NA:1,eventually_reentered_exit_layer:caught:2; eventually_reentered_exit_layer:avoid_then_caught:1; no_avoidance_observed:1
37786,Sample_C_higher_range_550,50095,4,64-127,71,62,7,9,9,7->30,7->14,lower_hall,miss,up,4,short_wait,no_exit_layer_observed,exit_to_32-63,2,4-7:2; 32-63:2,eventually_reentered_exit_layer:caught:2; eventually_reentered_exit_layer:avoid_then_caught:2
37980,Sample_C_higher_range_550,50114,6,64-127,68,61,4,7,7,4->29,4->13,lower_hall,miss,up,6,short_wait,no_exit_layer_observed,exit_to_32-63,2,4-7:2; 32-63:1; NA:1,eventually_reentered_exit_layer:caught:2; eventually_reentered_exit_layer:avoid_then_caught:1; no_avoidance_observed:1
37986,Sample_C_higher_range_550,50115,5,64-127,68,61,4,7,7,4->29,4->13,lower_hall,miss,up,5,short_wait,no_exit_layer_observed,exit_to_32-63,2,4-7:2; 32-63:1; NA:1,eventually_reentered_exit_layer:caught:2; eventually_reentered_exit_layer:avoid_then_caught:1; no_avoidance_observed:1
38096,Sample_C_higher_range_550,50130,7,64-127,67,60,3,7,7,3->28,3->12,lower_hall,miss,up,7,short_wait,no_exit_layer_observed,exit_to_32-63,2,4-7:2; 32-63:1; NA:1,eventually_reentered_exit_layer:caught:2; eventually_reentered_exit_layer:avoid_then_caught:1; no_avoidance_observed:1
38103,Sample_C_higher_range_550,50131,6,64-127,67,60,3,7,7,3->28,3->12,lower_hall,miss,up,6,short_wait,no_exit_layer_observed,exit_to_32-63,2,4-7:2; 32-63:1; NA:1,eventually_reentered_exit_layer:caught:2; eventually_reentered_exit_layer:avoid_then_caught:1; no_avoidance_observed:1
38169,Sample_C_higher_range_550,50139,5,64-127,67,62,3,5,5,3->30,3->14,lower_hall,miss,up,5,short_wait,no_exit_layer_observed,exit_to_32-63,2,4-7:2; 32-63:1; NA:1,eventually_reentered_exit_layer:caught:2; eventually_reentered_exit_layer:avoid_then_caught:1; no_avoidance_observed:1
38342,Sample_C_higher_range_550,50172,8,64-127,67,62,3,5,5,3->30,3->14,lower_hall,miss,up,8,short_wait,no_exit_layer_observed,exit_to_32-63,2,4-7:2; 32-63:1; NA:1,eventually_reentered_exit_layer:caught:2; eventually_reentered_exit_layer:avoid_then_caught:1; no_avoidance_observed:1
38350,Sample_C_higher_range_550,50173,7,64-127,67,62,3,5,5,3->30,3->14,lower_hall,miss,up,7,short_wait,no_exit_layer_observed,exit_to_32-63,2,4-7:2; 32-63:1; NA:1,eventually_reentered_exit_layer:caught:2; eventually_reentered_exit_layer:avoid_then_caught:1; no_avoidance_observed:1
38719,Sample_C_higher_range_550,50236,4,64-127,68,62,4,6,6,4->30,4->14,lower_hall,miss,up,4,short_wait,no_exit_layer_observed,exit_to_32-63,2,4-7:2; 32-63:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
38723,Sample_C_higher_range_550,50237,3,64-127,68,62,4,6,6,4->30,4->14,lower_hall,miss,up,3,short_wait,no_exit_layer_observed,exit_to_32-63,2,4-7:2; 32-63:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
39021,Sample_C_higher_range_550,50270,16,64-127,70,63,6,7,7,6->31,6->15,lower_hall,miss,up,16,long_wait,no_exit_layer_observed,exit_to_32-63,2,4-7:2; 32-63:2,eventually_reentered_exit_layer:avoid_then_caught:4
39037,Sample_C_higher_range_550,50271,15,64-127,70,63,6,7,7,6->31,6->15,lower_hall,miss,up,15,long_wait,no_exit_layer_observed,exit_to_32-63,2,4-7:2; 32-63:2,eventually_reentered_exit_layer:avoid_then_caught:4
39275,Sample_C_higher_range_550,50296,4,64-127,67,63,3,4,4,3->31,3->15,lower_hall,miss,up,4,short_wait,no_exit_layer_observed,exit_to_32-63,2,4-7:2; 32-63:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
39300,Sample_C_higher_range_550,50298,4,64-127,67,63,3,4,4,3->31,3->15,lower_hall,miss,up,4,short_wait,no_exit_layer_observed,exit_to_32-63,2,4-7:2; 32-63:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
